Name;Class;Blood;EpiCA;EpiCP;EpiMCA;ESC;Liver;Muscle;SpCA;SpCP;Scyte;Sptid1;Sptid2;Testis
Rnf180;genes;0;1,802116925;6,00273819;0,096664849;0;0;0;0,831879623;3,389084583;0,069102627;0,014612251;0,049273402;0,111987819
Amt;genes;0;1,355382765;1,588025976;0,08592431;0,176012655;0,395883979;0;0,459992986;0,813510462;0,354767954;0,496816548;0,329587976;0,447951275
Hspb1;genes;0;0,704799038;2,350278445;0,08592431;0,246417716;0,087974218;3,509672945;0,224099147;1,366697575;0;0;0,032958798;0,139984774
Rasef;genes;0;2,276500892;5,145204163;0,150367543;0,017601265;0;0,06749371;0,919985972;3,654614397;2,298279352;3,928211549;4,548314063;3,079291724
Josd2;genes;0;0,054215311;0,190563117;0;0,017601265;0;0,134987421;0,141536303;0,260323348;0,107818609;0,043836754;0,065917595;0,195978683
Idnk;genes;0,026599038;1,218218029;2,089842185;0,107083172;0,134121643;0,263922653;0;0,421424343;1,015261056;0;0,045736347;0,016479399;0,076431686
Zfp133-ps;genes;0;0;0;0;0;0;0;0,011676745;0,06377922;0;0;0;0,009332318
Mettl14;genes;0;1,030090902;1,524504937;0,053702694;0,088006327;0,043987109;0,134987421;0,306661991;0,911131717;0,246795098;0,160588643;0,329587976;0,268210826
Usp20;genes;0;2,114397114;4,382951694;0,139627004;0,052803796;0;0,06749371;1,154936235;3,481824775;0,632412439;0,452979794;0,313108577;1,380529836
Gm10190;genes;0;0,273245165;0,190563117;0,010740539;0,058084176;0;0;0,089285818;0,097621255;0,144837873;0,183968245;0,181767769;0,235921005
Acy1;genes;0;0,433722485;0,381126234;0,107297982;0,052803796;0,307909761;0;0,151915632;0,357944603;0;0,014612251;0;0,009332318
4930555K05Rik;genes;0;0;0;0;0;0;0;0,011794692;0;0,015424694;0;0;0,027996955
2810408M09Rik;genes;0;0,527514972;0,972507108;0,08592431;0,10807177;0,087974218;0,269974842;0,560719655;0,3110864;4,260454629;3,990898107;3,758126892;3,692984971
P2rx3;genes;0,02101324;0,181621291;0,789566515;0,043284371;0,181645059;0,051904788;0;4,927704348;1,32895069;0,134349082;0,057280026;0,137438186;0,297234336
Atp1b2;genes;0;0,433722485;0,69873143;0,021481078;0,035202531;0;2,83473584;0,106152228;0,455565858;0;0,029224503;0;0,251972592
B3galnt1;genes;0;0,325291864;0,381126234;0,042962155;0,017601265;0,043987109;0,202481131;0,507171754;0,325404185;6,617039323;6,809163039;6,821152743;6,597948991
Gsta4;genes;0;1,734889939;0,952815586;0,300412869;0,77445568;0,175948435;0,337468552;0,790126413;0,976212554;0;0,014612251;0,016479399;0,382625048
Rpl18a;genes;0;12,19627627;19,68898126;1,406903174;1,09075042;2,858722198;0,942887135;5,409635461;17,14814972;1,573318751;0,964408594;0,791011141;2,50087464
Ppfia1;genes;0;2,114397114;6,098019749;0,161108082;0,158411389;0,571832414;0,539949684;1,144085119;3,709607705;0,308493873;0,61371456;0,460104814;0,839908641
Guca2b;genes;0;0;0;0;0;0;0;0;0;0;0;0;0,017918051
Cep290;genes;0;1,045813342;2,961986051;0,107405388;0,211215185;0,232691805;0;0,670882078;2,91529609;0,551278551;0,678885201;0,573812666;1,053618729
Snord33;genes;0,744773061;9,433464046;17,15068054;7,915777075;15,68114341;14,64770722;4,387091181;16,15636903;24,56801594;1,064303861;1,315102628;2,175280639;3,620939475
Prkab1;genes;0;0,756303583;2,286757406;0,075183771;0,088006327;0,483858196;0,269974842;0,365517503;1,359538683;0,123397549;0,043398387;0,032958798;0,149317092
Mir24-2;genes;0;0,322038945;0,304265777;0,128027222;1,004152194;0,247207551;0,602718835;0,058029884;0,061826795;0;0;0;0,034062962
Bex4;genes;0;1,681216782;2,362347442;0,17184862;0,353081385;0;0;0,931780664;1,952425108;0;0,014612251;0;0,118800411
Mir1943;genes;0;0;0;0;0;0;0;0;0,032540418;0;0;0;0
Kl;genes;0;0;0,127042078;0;0;0;0;0,011794692;0,08785913;0,231370405;0,31211769;0,510861362;0,270637229
Serpinf2;genes;0;0;4,70055689;0;0,017601265;6,905976074;0;0,035384076;3,904850215;0;0;0;0,009332318
Mir3100;genes;0;0,054215311;0;0;0;0;0;0;0;0;0;0;0
Arfgap3;genes;0;1,192736833;2,477320523;0,161108082;0,052803796;0,043987109;0,134987421;0,695886825;2,147667618;2,699321386;1,943429439;1,911610259;2,585052151
Usp9x;genes;0,122089584;40,13342583;70,54201949;1,943607896;3,877558779;8,442885654;4,319597471;14,52209651;62,60743972;0,108127102;0,160734766;0,181273387;1,241291648
Cyp2j5;genes;0;0,137706889;0,444647273;0,040814047;0;8,798741364;0,134312484;0,184351035;0,109986614;0,045502846;0,069700439;0,082726582;0,150903586
Mir5619;genes;0;0;0;0;0;0;0;0;0;0;0;0;0
B230112J18Rik;genes;0;0;0;0;0;0;0;0;0;0;0;0;0
Kmt2c;genes;0,106396152;13,71647358;28,0115078;1,095320144;0,807722072;1,934553043;1,754836472;5,814901076;18,71041521;0,157486122;0,404467119;0,353483104;0,873878279
Terc;genes;0;0,162645932;0,029854888;0;0,404829105;0,087974218;0;0,023589384;0,032540418;0,030849387;0,043836754;0;0,046661591
03-sep;genes;0;0;0,402088177;0,038451129;0,070581074;0,021993554;0;0,23506821;0,277895174;0,018046892;0,058449006;0,049438196;0,188792798
Prr16;genes;0;0;0;0;0;0,923729284;0;0,011794692;0,032540418;0;0;0;0
Vmn1r216;genes;0;0;0;0;0;0;0;0;0;0;0;0;0
Rab4b;genes;0;1,192736833;1,905631171;0,17184862;0,017601265;0,043987109;0;0,495377062;1,301616738;0,015424694;0;0;0,335963456
Snx32;genes;0;0,054215311;0,381126234;0,010740539;0;0;0;0,047178768;0,227782929;0,154246936;0,10228576;0,032958798;0,149317092
Ang3;genes;0;0;0;0;0;0;0;0;0;0;0,058449006;0,032958798;0,027996955
Mir652;genes;0,159328237;0,323665404;1,130674495;0,071209772;1,125776938;0,395004237;0;0,035384076;0,551885497;0,015424694;0;0,016149811;0,055993909
Foxe3;genes;0;0;0;0;0;0;0;0;0;0;0;0;0
Unc119b;genes;0;2,927626773;3,362168597;0,225551314;0,123208858;0,175948435;0,202481131;2,626559949;2,505612222;23,49072868;19,98225382;18,20693415;19,4739351
BC035044;genes;0;0,054215311;0;0;0;0;0;0;0;0;0;0;0,018664636
Zcchc6;genes;0,053198076;2,517216872;5,274151872;0,343697241;0,123208858;1,150262894;0,404962263;1,138777507;4,479188601;0,176612742;0,162634358;0,246367012;0,524756254
Fpr-rs6;genes;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr655;genes;0;0;0;0;0;0;0;0;0;0;0;0;0
Siglecf;genes;0;0;0,062885829;0;0,017425253;0;0;0,032199509;0,023103697;0;0;0;0
Olfr1090;genes;0;0;0;0;0;0;0;0,011794692;0;0;0;0;0
Cc2d1a;genes;0;2,222827735;1,651547015;0,182589159;0,035202531;0,131961326;0,134987421;2,264462907;1,008752972;0,107972855;0,057572271;0,098876393;0,653262276
Ngfrap1;genes;0;1,944161038;2,430950164;0,128886465;0,040306898;0;0;0,53488928;1,72399137;0;0;0;0,167981728
Apoh;genes;0;0;0;0;0;15,61542361;0,134987421;0,035384076;0;0,030849387;0,029224503;0;0,195978683
Tepp;genes;0;0;0;0;0;0;0;0,306661991;0,065080837;0,030849387;0,014612251;0,032958798;0,597268367
Krtap5-3;genes;0;0;0;0;0,017601265;0;0;0;0;0;0;0;0
Rsu1;genes;0;0,813229659;1,016336625;0,021481078;0,088006327;0,043987109;0,06749371;0,459992986;0,976212554;0,015424694;0;0;0,037329273
H2-K1;genes;0,053198076;8,340483384;8,50864318;0,262606173;0,145386453;4,626124228;1,054926695;2,202658721;5,106567869;0,235380825;0,232627043;0,310636667;0,954976125
Slc36a1os;genes;0;0;0;0,042962155;0;0;0;0,056260681;0,065080837;0,153167208;0,200772334;0,142382005;0,149783708
Ncmap;genes;0;0,11168354;0,384302286;0;0,017601265;0;0;0,046471086;0,619894972;0,04380613;0,013881639;0;0,063833057
Ric1;genes;0;1,518028697;3,684220265;0,139627004;0,299221513;1,099677719;0,674937105;0,577939905;2,902279923;0,16967163;0,146122514;0,082396994;0,289208542
Sp3;genes;0,082988998;2,38601582;5,260177244;0,279361413;0,551799672;0,625056815;0,570321854;1,030030448;5,299207147;0,539555783;0,561694945;0,657363217;0,879384347
Ankrd42;genes;0;0,216861242;0,889294547;0,064443233;0;0,043987109;0;0,884601896;0,780970043;2,20573119;1,388163885;1,730336872;3,514084431
Olfr539;genes;0;0;0;0;0;0;0;0;0;0;0;0;0
Aire;genes;0;0;0;0;0;0;0;0;0;0;0;0;0
H2afj;genes;0,025535076;1,373273818;2,157174486;0,167767216;0,131481453;0,034309945;0,153210723;0,532058554;0,990855742;0,012494002;0,017096334;0,023730334;0,047688146
Klf10;genes;0;0,704799038;1,590566818;0,161108082;0,221951957;0,527845305;0,337468552;0,542555829;1,399563398;0,387931045;0,465107963;0,329587976;0,419954321
P4ha1;genes;0;0,711847028;1,920876221;0,180978078;0,378251195;0,358055065;1,02117984;0,357850954;1,789723015;0,20792487;0,149337209;0,051415724;0,392330659
Tead4;genes;0;0;0,063521039;0;0,052803796;0;0;0,04057374;0,032540418;0,001542469;0,015488987;0,010876403;0,0615933
Prokr2;genes;0;0,028734115;0,185481434;0;0,017601265;0,087974218;0;0,025122694;0,064430029;0,031312128;0,02849389;0,046636699;0,027157046
Spink2;genes;0;0,542153106;18,35758028;0,139627004;0,017601265;0;0,06749371;0,318456683;20,14186822;1,341948346;1,44661289;1,48314589;2,398405786
C030039L03Rik;genes;0;0,108430621;0,624411814;0,021481078;0,048227467;0,068180019;0;0,074070665;0,412287102;0,919311741;1,153491127;1,241722698;1,557283944
Mir219b;genes;0;0;0;0;0;0;0;0;0;0;0;0;0
Tmtc3;genes;0;1,897535871;3,112530913;0,053702694;0,352025309;0,263922653;0,404962263;0,684092133;4,207476107;0,462740809;0,40914304;0,510861362;0,382625048
Cbs;genes;0;6,072114788;0,317605195;0,375918857;0,035202531;2,287329655;0;2,382409826;0;0;0;0;0,111987819
Ankrd9;genes;0,026333048;0,487937795;0,63521039;0;0,105607593;0;0,404962263;0,684092133;0,195242511;0,046274081;0,043836754;0,082396994;0,513277503
Timp3;genes;0,026599038;5,638392303;9,650116252;0,515545861;0;0,131961326;1,552355341;1,370897045;5,466464897;0,015424694;0;0;0,373292729
Gpa33;genes;0;0,054215311;0,063521039;0;0,316822778;0;0;0;0;0;0;0;0
Avpr2;genes;0;0;0;0;0;0;0;0;0;0;0;0;0
Bmp15;genes;0;0;0,063521039;0;0;0;0;0;0;0;0;0;0
2310079G19Rik;genes;0;0;0;0;0;0;0;0;0;0;0;0;0
Fbxw8;genes;0;4,120363606;3,811262343;0,214810775;0,117576453;0,747780849;0,607443394;1,404747811;2,505612222;0,33934326;0,379918537;0,329587976;0,904954899
Epha2;genes;0;0,108430621;0,190563117;0,010740539;0,613404101;0,131961326;0,06749371;0,070768152;0,097621255;0,030849387;0;0,032958798;0,037329273
Tars2;genes;0;0,542153106;1,677590641;0,010740539;0,299221513;0,131961326;0,06749371;0,329779587;1,046174454;0,200058276;0,145976392;0,164793988;0,307966502
Rfpl4;genes;0;0;0;0;0;0;0;0;0;0;0;0;0
Fez2;genes;0;0,271076553;0,571689351;0,08592431;0;0,395883979;0,539949684;0,262785737;0,813510462;0;0,014612251;0,016479399;0,083990864
Nhp2;genes;0;0,108430621;0,63521039;0,042962155;0,281620247;0;0;0,224099147;0,488106277;0,015424694;0,073061257;0,032958798;0,166675204
Vps9d1;genes;0;0,433722485;1,016336625;0,021481078;0,017601265;0,307909761;0,337468552;0,271277915;0,780644639;0,030849387;0,029224503;0,115355791;0,270637229
Usp35;genes;0;0,918407362;0,127042078;0,070780151;0;0;0;0,495377062;0,438970245;0,015424694;0;0,016479399;0,083990864
Sdr16c5;genes;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm20554;genes;0;0,789374922;0,889294547;0,032221616;0,017601265;0;0;0,518376711;0,393088255;0,077277715;0,043836754;0,049438196;0,055993909
Pou2f2;genes;0;0,054215311;0,063521039;0;0,017601265;0,043987109;0;0,082562844;0,227457525;0,138822243;0,073061257;0,032958798;0,195978683
Smim12;genes;0;0,379507174;0,508168312;0,042962155;0;0,043987109;0,134987421;0,129741611;0,715889206;0,185096324;0,146122514;0,13183519;0,167981728
Ajap1;genes;0;0;0;0;0,03449848;0;0;0,011676745;0,065080837;0;0,014612251;0;0
Lpgat1;genes;0,026599038;6,505837273;11,11618183;0,579989094;0,176012655;7,169898727;1,009030972;2,86469478;9,371640517;6,336001405;6,355598755;5,602995585;7,568230118
Islr;genes;0;1,192736833;1,96915221;0,150367543;0;0;1,41736792;0,42460891;3,839769379;0;0;0;0,027996955
5031434C07Rik;genes;0;0,108430621;0,036206992;0;0;0;0;0,023589384;0,019849655;0;0;0;0
Mir451a;genes;568,3288755;1,138521523;0,6663357;2,40040301;0,237617084;31,55987079;6,140577779;10,59953581;0,617291738;0;0,014173884;0;0,960948809
Jakmip3;genes;0;0;0;0;0,017601265;0,043987109;0;0,141536303;0;0;0,014612251;0,032958798;0,065326228
Zfr;genes;0,026599038;3,034430935;7,686045725;0,365178318;0,246417716;0,835755066;0,404962263;1,426921832;6,800622054;1,480770589;1,417388388;2,010157063;2,678375333
Mrps15;genes;0;0,704799038;1,016336625;0,032221616;0,105607593;0,087974218;0;0,28295466;1,073833809;0,185096324;0,20457152;0,164793988;0,31729882
Gm10665;genes;0;0;0;0;0;0;0;0;0;0;0;0;0
6030408B16Rik;genes;0;0,080780813;0,214065902;0,053702694;0,10807177;0,082695764;0;0,103557395;0,263251985;0,030849387;0,029224503;0,19544567;0,101722269
Pnpla5;genes;0;0;0;0;0;0;0;0,011794692;0;0;0;0;0
Pum2;genes;0,026599038;7,264851622;19,55177582;0,524353103;0,757030427;1,891885548;1,552355341;2,901966006;13,83000325;1,015407582;0,884187333;0,791011141;1,514821896
Olfr11;genes;0;0;0;0;0;0;0;0;0;0;0;0;0
Arid3c;genes;0;0;0;0;0;0;0,06749371;0,011794692;0;0;0;0;0,009332318
Snx29;genes;0;0,271076553;0,444647273;0,118145926;0,263842969;0,193543279;0;0,647646535;0,42302544;0,277644485;0,116898011;0,098876393;0,345202451
Hist1h2bg;genes;0;0,085118038;0,421779699;0;0,224944172;0,070819245;0;0,024297065;0,072239729;0;0,139693124;0,134636688;0,213243472
Nup43;genes;0;0,379507174;0,190563117;0,010740539;0,264018982;0;0,06749371;0,377430142;0,455565858;0,802084069;0,628326811;0,576778957;0,98885244
4933417G07Rik;genes;0;0;0;0;0;0;0,134987421;0,105916334;0,136344353;0;0;0;0,009332318
Cfap45;genes;0;0,108430621;0,127042078;0,010740539;0;0;0;0,125141682;0;0,077123468;0,292245028;0,26367038;0,977093719
Gm14379;genes;0;0;0;0;0,035202531;0;0;0,011794692;0;0;0,014612251;0,049273402;0,018664636
Mir6390;genes;0;0;0;0;0;0;0;0;0;0;0;0;0
Foxf2;genes;0;0,113309999;0;0;0;0;0;0,011794692;0;0;0;0;0
Fstl4;genes;0;0,054215311;0,127042078;0;0;0;0;0,011794692;0,130161674;0;0;0;0
Lyrm2;genes;0;0,315533108;1,405720594;0,090542742;0,109127846;0,175948435;0,134987421;0,412106537;1,333506349;2,344399186;2,197828736;2,551670107;2,47035796
Mup9;genes;0;0;0;0;0;74,52383939;1,37079726;0,042578838;0;0;0;0;0
Ctnna2;genes;0;0,487937795;0,063521039;0,042962155;0;0;0;0,106152228;0,032540418;0,030849387;0,058449006;0,049438196;0,083990864
Olfr215;genes;0;0;0;0;0;0;0;0;0;0;0;0,032958798;0
Tmem8c;genes;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm12130;genes;0;0;0;0;0;0;0;0;0;0;0,014612251;0;0
Fndc3c1;genes;0;0,108430621;0,050816831;0;0;0;0;0,011794692;0;0;0;0;0
Gabrq;genes;0;0;0;0;0;0;0;0;0,032540418;0;0;0,016479399;0,009332318
Ibtk;genes;0,053198076;3,058285671;6,219980144;0,472583706;0,475234167;1,275626154;1,14469333;1,272883155;4,946143606;0,092548162;0,189813146;0,226426939;0,279969547
Psg21;genes;0;0;0;0,032221616;0;0;0;0;0;0;0,014612251;0;0,011012136
Olfr1008;genes;0;0;0;0;0;0;0;0;0;0;0;0;0
Psmg4;genes;0;0,379507174;0,381126234;0,032221616;0,017601265;0;0;0,094357536;0,260323348;0,030849387;0,014612251;0,016479399;0,037329273
Mid1;genes;0,052932085;2,431014528;5,48186567;0,118145926;2,38373938;0,263922653;0,604068709;3,3252775;3,973835903;0,046119834;0,10228576;0,049108608;0,287528725
Gpr87;genes;0;0,054215311;0,063521039;0;0;0;0;0,023589384;0;0;0;0;0
Rbbp5;genes;0;1,192736833;2,413799484;0,107405388;0,316822778;0,527845305;0,202481131;0,530761138;1,529399668;0,570713665;0,569877805;0,774366949;0,690591549
Cpne1;genes;0;1,563569558;2,657085063;0,139627004;0,140810124;0,307909761;0,450857986;0,704850791;1,723015158;1,506375581;1,308088747;1,829378059;1,467973658
Vmn1r101;genes;0;0;0;0;0;0;0;0;0;0;0;0;0
Vmn1r168;genes;0;0;0;0;0,017601265;0;0;0;0;0,007712347;0;0,008239699;0
Nxnl2;genes;0;0;0,127042078;0;0;0;0;0;0,097621255;0;0;0;0,027996955
Gata5;genes;0;0;0,188657486;0,010633133;0;0;0;0,016866409;0,050112244;0,015424694;0;0,046966287;0,004479513
Ccpg1os;genes;0;0,325291864;0,508168312;0,021481078;0,017601265;0,175948435;0,06749371;0,259483223;0,455565858;2,591348531;1,884980433;1,565542884;2,603716787
4921509C19Rik;genes;0;0,054215311;0;0;0;0;0;7,770461001;1,298037292;0;0,429307947;0,782606648;0,797913209
Kpna6;genes;0;3,795071743;5,15663795;0,332956702;0,123208858;1,301578548;1,34987421;1,863561327;4,523118166;1,927932458;2,644817507;2,587100815;4,51786858
Mir6402;genes;0;0;0;0;0;0;0;0;0;0;0;0;0
01-sep;genes;0,026599038;0,054215311;0;0,075183771;0,422430371;0;0;0,04670698;0,260323348;0;0;0;0,018664636
Ccdc172;genes;0;0;0;0;0,052803796;0;0;0,023589384;0;0,416466728;0,336081783;0,54382016;0,503945185
Msh3;genes;0;1,572244008;2,350278445;0,042962155;0,141690187;0,219935544;0,06749371;0,36563545;2,082586782;0,123397549;0,20457152;0,329587976;0,345202451
Car1;genes;0;0;0;0;0;0,131961326;0;0;0;0;0;0;0
Clip2;genes;0;0,650041574;1,842110132;0,08592431;0,06829291;0,043987109;0,269974842;0,601529289;1,789723015;0,015424694;0;0;0,046661591
Pxk;genes;0;2,114397114;2,223236367;0,192363049;0,023409683;0,263922653;0,202481131;0,949944489;2,110896946;0,123397549;0,058449006;0,181273387;0,755917777
Mir7226;genes;0;0;0;0;0,545639229;0,043987109;0;0,023589384;0;0;0;0;0,018664636
Zbtb41;genes;0,026599038;1,409598076;2,230223681;0,107405388;0,070405062;0,791767958;0,336793615;0,542437883;3,418370959;0,262219792;0,233796023;0,247190982;0,569738028
Syde1;genes;0;0,216861242;0,63521039;0,021481078;0,017601265;0,043987109;0,337468552;0,200509763;0,520321291;0;0;0;0,121320137
Taf11;genes;0;0,542153106;1,270420781;0,042962155;0,070405062;0,263922653;0,269974842;0,153330995;0,585727532;0,138822243;0,116898011;0,065917595;0,242640274
Zdhhc6;genes;0;0,975875591;2,794925718;0,128886465;0,052803796;1,275626154;0,472455973;0,554350521;1,854803852;0,215945711;0,10228576;0,115355791;0,298634183
Trap1;genes;0;1,301167455;3,430136109;0,225551314;0,352025309;1,187651936;0,742430815;2,77163466;2,277829292;7,743196206;4,821896846;4,844943242;5,450073848
Sst;genes;0;0;0;0;0;0;0;0;0;0;0;0;0
Spsb1;genes;0;0,595826264;1,624232968;0,075183771;0,052803796;0;0,337468552;0,263611365;2,479579887;0,015424694;0,029224503;0,032958798;0,401289684
Rho;genes;0;0;0;0;0,009504683;0;0,134987421;0,03408666;0,032540418;0,570713665;0,686775817;0,54382016;0,457283593
Anapc10;genes;0;0,566007843;1,767155306;0,070135718;0,105255567;0,043987109;0;0,398070853;0,997363826;2,573455886;2,034463765;1,613992317;1,760821804
Adamts5;genes;0;1,392249176;1,588025976;0,354437779;0,016721202;0,043987109;1,551680404;0,967400633;5,173926535;0;0,020457152;0,016479399;0,130745778
Slc6a19os;genes;0;0;0;0;0;0;0;0,011794692;0;0;0;0,032958798;0
Mir3572;genes;0;0;0;0;0;0;0;0;0;0;0;0;0
Lsm12;genes;0,026599038;1,898078024;2,414434694;0,128886465;0,320343031;0,659806631;0,674937105;0,589734597;1,464318831;0,154709677;0,230873572;0,34837449;0,569458059
Arhgef38;genes;0;0,216861242;0,63521039;0,042962155;0;0;0;0,141536303;0,325404185;0;0;0;0
Ift122;genes;0;1,192736833;1,778589093;0,096664849;0,035202531;0;0,269974842;3,159915919;1,952425108;1,140656094;1,007368613;0,543655366;2,64104606
Amer1;genes;0;2,262404912;1,080492874;0,118145926;0,105607593;0,263922653;0,134987421;0,866673964;0,976212554;0,029769659;0;0;0,065326228
Coq10a;genes;0;0,759014349;0,952815586;0,064443233;0,017601265;0,263922653;2,294786156;0,274816322;0,780970043;0,154246936;0,175347017;0,346067374;0,233307956
Ect2;genes;0,053198076;0,271076553;0,190563117;0;0,598443025;0,087974218;0;0,070768152;0,130161674;0,33934326;0,467592045;0,444943767;0,559939094
Cdc42bpb;genes;0;6,218496127;11,24322391;0,44036209;0,19361392;1,40758748;1,012405657;2,736368531;6,865377487;0,046274081;0,10228576;0,049438196;0,849240959
Zfp85;genes;0;0,054215311;0,571689351;0,032329022;0;0,043987109;0;0,08232695;0,284403257;0,015424694;0,020164907;0,016479399;0,023610765
Cog7;genes;0;1,734889939;3,439664264;0,140056626;0,08818234;0,087974218;0,202481131;0,583719304;1,859034107;0,604031003;0,61371456;0,461423166;0,9331385
Fam120a;genes;0,026599038;11,00787667;22,85486985;0,644754542;0,56429657;3,829077817;2,296810968;3,710374192;14,99429942;0,54726813;0,426093251;0,559640383;1,023008725
4930415O20Rik;genes;0;0,054215311;0,063521039;0,010740539;0;0;0,06749371;0,047178768;0,032540418;0,030849387;0,043836754;0;0,065326228
Cttnbp2nl;genes;0;1,084306212;2,604362601;0,118145926;0,123208858;0;0,134987421;0,507171754;2,863556825;1,01802978;1,44661289;1,516104688;1,74514351
Gm6408;genes;0;0,054215311;0;0;0;0;0;0,05897346;0;0,073267295;0,093518409;0,16611234;0,110867941
Kif20b;genes;0;0,108430621;0,317605195;0;0,72077182;0;0;0,023589384;0,325404185;0,092548162;0,175347017;0,247190982;0,32579123
Mettl7a2;genes;0;0;0;0;0,017601265;0,061581952;0,134987421;0;0,058572753;0;0,043836754;0;0,009332318
Gm6592;genes;0;0;0;0;0;0;0;0,008374231;0;0,015424694;0;0;0
Mecr;genes;0;0,433722485;0,571689351;0,032221616;0;0,043987109;0,404962263;0,188715071;0,325404185;0,092548162;0,087673509;0,082396994;0,149317092
Cad;genes;0;14,42127262;46,87852682;0,730356636;0,728340364;0,175948435;0,404962263;4,717169097;16,46545174;0,015424694;0,014612251;0,016479399;0,690591549
Olfr750;genes;0;0;0;0;0;0;0;0;0;0,015424694;0;0;0
Zcchc9;genes;0;0,325291864;0,444647273;0,053702694;0,035202531;0,043987109;0,12351349;0,351010032;0,748429625;2,853568323;2,337960227;1,944569056;2,572920137
Myh15;genes;0;0;0;0,010740539;0;0,043987109;0;0,129741611;0;0,061698775;0,087673509;0,065917595;0,102655501
Nat2;genes;0;0,216861242;0,317605195;0,010740539;0;0,263922653;0;0,070768152;0,097621255;0;0;0;0
Bbx;genes;0,026599038;13,82490421;22,76594039;0,912945796;0,369802587;0,747780849;0,269974842;4,693933553;17,65252621;0,493590196;0,569877805;0,83847181;2,014847507
Gm732;genes;0;0;0;0;0;0;0;0,011794692;0;0;0;0,049438196;0
2310015D24Rik;genes;0;0,039577177;0,196915221;0;0,02516981;0;0;0,009789594;0,122351973;0,100260509;0,103308618;0,148644177;0,178060632
Ppp6c;genes;0,026599038;1,734889939;2,286757406;0,096664849;0,088006327;0,527845305;0,269974842;0,518966446;2,375450548;0,308493873;0,292245028;0,395505571;0,494239574
Tpp2;genes;0;2,385473667;4,509358562;0,311475624;0,475234167;0,747780849;0,539949684;1,013989667;4,030130827;0,740385295;0,80265097;1,434037282;2,015594092
Susd2;genes;0;0,86744497;1,33394182;0,096664849;0,140810124;0,087974218;0,134987421;0,353840758;2,505612222;0,015424694;0,014612251;0,016479399;0,121320137
Ptprz1;genes;0;0,162645932;0,079401299;0;0;0;0;0,094239589;0;0;0;0;0,006812592
Thnsl2;genes;0;0,054215311;1,445738849;0;0,010384747;0,263922653;0,06749371;0,140002993;0,648855944;0,015424694;0;0;0,046661591
Gpc3;genes;0,026599038;1,629712237;1,906901592;0,183340997;0,073397277;0;0,676286979;0,472967147;3,629883679;0;0;0;0,027996955
Tceal3;genes;0;0,352399519;1,601365394;0,016110808;0;0;0;0,159228341;0,908853888;0;0;0;0
Atp1b4;genes;0;0,054215311;0,127042078;0;0;0;0;0,0153331;0,096645043;0;0;0;0
Tfcp2l1;genes;0;0,271076553;0,372868499;0,032114211;0,113880187;0;0,06749371;0,067229744;0,262601177;0,36957566;0,318254836;0,144853915;0,259625093
Atp6v1g3;genes;0;0,813229659;0,69873143;0,107405388;0,01460905;0,02419291;0;0,271277915;0,814812078;0;0,011543679;0,015820223;0,0064393
Hsd3b3;genes;0;0;0;0,021481078;0;0,470222193;0;0;0,032540418;0,015424694;0;0;0,009332318
Necap2;genes;0;1,084306212;1,397462859;0,139627004;0,088006327;0,043987109;0,269974842;0,448198294;1,659235937;0,246795098;0,144807412;0,181273387;0,494519543
2310039H08Rik;genes;0;0,975875591;1,143378703;0,107405388;0,105607593;0,043987109;0,06749371;0,401019526;0,488106277;0,030849387;0,029224503;0,016479399;0,139984774
Cks1brt;genes;0;0;0;0;0;0;0;0,014389524;0,039048502;0;0;0,020104867;0,009332318
Zc3hc1;genes;0;0,379507174;0,254084156;0,032221616;0,246417716;0,175948435;0,06749371;0,117946919;0,488106277;1,40318438;0,803527706;0,906366933;1,605158736
Acp2;genes;0;2,409328403;4,013259247;0,182589159;0,103143416;0,781211051;0,472455973;0,905360554;2,421657942;3,456828091;3,819350276;3,91468118;4,188811039
Prss35;genes;0;0,145297032;0,132758972;0,010740539;0,019713417;0;0;0,027717526;0,066382454;0,704754252;0,797682805;0,362052391;0,981386585
Zfp35;genes;0,053198076;0,433722485;0,69873143;0,053702694;0,105783605;0,087974218;0,06749371;0,659913014;1,193257145;4,414084578;4,473686894;4,963100531;3,929652562
Nxph2;genes;0;0;0;0;0;0,043987109;0;0;0;0;0;0;0
Mrps7;genes;0;0,799675831;1,650911805;0,08592431;0,065476707;0,263922653;0,202481131;0,44642909;1,039991774;0,229056701;0,219183771;0,26367038;0,252905824
Agmat;genes;0;0;0;0;0;2,46327809;0;0;0,032540418;0;0;0;0,009332318
Ppp4r1;genes;0;1,94795611;2,604362601;0,107405388;0,598443025;0,307909761;0,269974842;1,32053371;2,730141109;0,493590196;0,496670426;0,626217154;3,443625428
Zc3hav1l;genes;0;0,482516264;1,07350556;0,064443233;0,143450313;0;0;0,27835473;0,646578115;0,267001447;0,547228816;0,261198471;1,17857847
Olfr1;genes;0;0;0;0;0;0;0;0;0;0;0;0;0
2810408A11Rik;genes;0;0,596368417;0,127042078;0,021481078;0;0;0;1,403332448;0,455565858;0,015424694;0,116898011;0,148314589;1,634462215
Mir7578;genes;0;0;0;0;0;0;0;0;0;0;0;0;0
Zp4-ps;genes;0;0;0;0;0;0;0;0,011794692;0;0;0;0;0
